fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,target
7.788111156661576,0.38060951600087267,0.34115873666593943,2.2,0.06035365053336238,6.0,11.176825266681211,0.9951187508203304,3.386493642334279,0.7035365053336242,11.376523790002182,1
12.719742796020022,0.3040128601989989,0.7319742796020021,2.439485592040043,0.08577042154230247,7.7961419403003225,28.401286019899892,0.99911909978607,3.0715884736320347,0.7900643009949946,10.398713980100109,1
9.763674246022081,0.28843422907533695,0.4363674246022082,1.901670111828219,0.05794989664515343,5.3966597763435615,9.396659776343562,0.9949528601897624,3.211899793290307,0.6463674246022081,11.703340223656438,1
7.871108357132501,0.5036322000096658,0.15399752141925077,2.2762972142891664,0.06097052642915829,34.23702785710834,46.896222856866686,0.9943667331213999,3.4149647071494162,0.8039975214192507,12.628891642867499,1
10.728543653566172,0.3518391154086139,0.47408044229569307,2.0295977885215346,0.0962557567373688,6.0,10.0,0.9966775478461218,3.138773923060924,0.6664271826783086,11.42452153878152,1
9.851129008982257,0.29465161321356986,0.4713935471457204,2.4953387026946774,0.05923258066067849,4.767419339321505,13.0,0.9974139354714573,3.070932259461064,0.781864518922129,10.441854834830377,1
11.615951252434286,0.34188341232960007,0.5930429248539429,2.587315842958857,0.09702882870861666,12.0,29.0,0.9985065341907863,3.1674631685917713,1.090365131992457,10.63984631018743,1
10.973509783630318,0.3869843828114076,0.577277659252707,2.7360217007119108,0.09543353611744396,10.0,23.330889362989172,0.9984216577385416,3.1897067235587007,0.85,10.830156171885923,1
14.012689337570913,0.2503899816448263,0.574633272149421,2.379511029532561,0.08397555147662807,9.551222426168597,25.795110295325614,0.9997582945770096,3.1283410845980826,0.8085855698318017,9.918044118130245,1
8.899182879562192,0.25653047992703193,0.3433878080291872,1.8157133594892234,0.05764487678832511,13.0,27.0,0.9943433437102189,3.179673151824877,0.6726523996351597,11.432243839416255,1
9.795940804457347,0.2541697372702099,0.5137638177159447,1.9,0.08023062520334973,43.603322250692266,74.43726970473425,0.9947330075494143,3.0514207184399282,0.6649815763787404,11.683394745404199,1
8.904490451692364,0.3647188609367556,0.4269660301128243,4.6550566164786265,0.07252791957333576,3.0,9.449433835213737,0.9969350605031378,3.330562278126489,0.6510113232957253,11.869660301128242,1
9.606057814444807,0.3412115628889613,0.5476365311333117,4.407250952669491,0.08700596569112339,6.0,17.824231257779225,0.9973066543835571,3.1994538754667534,0.8787884371110387,11.7,1
7.889716670970287,0.6309758412950305,0.02491082709308423,2.474291677425717,0.07717733367762294,17.051416645148567,37.79433341940573,0.9962434416903365,3.3369150012910858,0.7482266632237706,11.679433341940573,1
8.064636093490781,0.3751516669245251,0.3521208326886871,1.8505055564150839,0.06,20.494944435849163,53.7373610896229,0.9941292847082549,3.3163650023207265,0.7997977774339664,11.757583346226259,1
10.961123878125631,0.49329740277088807,0.6165948055417761,5.046651346249242,0.10495971036043898,6.0,14.640749252083754,0.9979042339678755,3.081850149583249,0.7078547457084765,11.8,1
9.35160352519394,0.4413947487751756,0.3172244935271517,6.24825656403103,0.08893306077674179,5.0,12.241282820155153,0.997903486871938,3.2831102025891394,0.7706833833100849,11.65160352519394,1
6.8844305261159064,0.346332289458693,0.22927377625832304,1.7633228945869297,0.06357784736942047,15.0,28.0,0.9946566091973409,3.3049477500474724,0.7181661447293465,10.787199604938348,1
10.471346410608,0.34070196159120003,0.6085960768175999,2.621633973479999,0.08507019615912001,5.356732053040002,21.286535893919996,0.9987155345587584,3.2171921536351995,0.7328653589391999,11.164326794695999,1
9.146380919520487,0.4026541652290213,0.45798928448201826,2.486595229880122,0.06953083304580426,11.533511925299695,19.0,0.9958731904597603,3.197989284482018,0.7260321465539452,11.386595229880122,1
7.887283868061988,0.517629679162807,0.15546290104649116,2.343641934030994,0.06696388703139473,32.908951649225145,45.65462901046491,0.9944122127338718,3.429450646178304,0.7705493538216959,12.634537098953508,1
9.83653601471949,0.27062300841214576,0.4018690252364373,2.235691524710237,0.07394614405887796,42.05385594112204,67.0,0.9984294821587784,3.404646271293464,0.8776768643532677,10.376768643532678,1
11.778547458605034,0.45017317818613267,0.5623184323256293,1.4553631353487415,0.08517988977672311,22.446368646512585,41.44636864651259,0.9976401396202331,2.9753631353487413,0.7242905082789932,10.16782118790755,1
10.21725411572133,0.26814702933954987,0.5413578382232583,2.0222054400932477,0.08272843235534834,41.04951324371918,73.04951324371919,0.995282609949034,3.0261664995907824,0.669377308474491,11.66421617767417,1
9.825582324472022,0.35604664742283393,0.5576746973416065,4.5395381356520765,0.07267442074878158,41.09301825284296,72.02326224634477,0.998421163726968,3.2893021326096568,0.8544185975040614,11.204652449268952,1
8.673708102456859,0.3514084744448009,0.33619717518506637,2.520188320995575,0.06855868175303097,9.0,28.46009416049779,0.9955421589491257,3.2584037664199115,0.6735679854307522,11.246009416049779,1
8.709400851005306,0.2237606542533074,0.36444440957209057,1.9512816489087372,0.06499144521223559,53.03418776593916,77.10256329781747,0.9961822211063059,3.4641880797903433,0.8662393457466926,10.989743670218253,1
9.001330701964283,0.37773780666071743,0.40946771921428643,2.3893543842857294,0.10252094729285781,6.0,10.0,0.9960330803497848,3.1313307019642838,0.58,11.88935438428573,1
10.950811676588149,0.3073782485117776,0.5787702919147036,2.124594161705925,0.05805803668147768,6.877029191470373,19.122970808529626,0.9978475161974233,3.2890949625499637,0.8603246706352597,10.573782485117777,1
9.130660726271705,0.3961321452543412,0.47688690875723533,2.7542440036704114,0.06771220018352056,12.0,24.768869087572355,0.995267027964604,3.314575599632959,0.7691982178815118,12.99952981384406,1
5.237805451311024,0.4179321265103389,0.24361877860690687,2.0258484186207637,0.061861086140694965,18.84490948827542,49.94830316275847,0.9920360294420699,3.692600676261991,0.7379321265103389,13.793212651033892,1
9.568003560204296,0.3812002373469531,0.43560011867347653,6.092000890051074,0.07171999406632616,6.359997033163086,13.640002966836914,0.9968616013054079,3.2423997329846777,0.5367996143112013,11.907999109948927,1
9.265179293816393,0.27898804707890723,0.5007888469935516,2.489880470789072,0.0818645411940438,6.22470117697268,17.55059764605464,0.9961865179293814,3.224717129466995,1.0536015998292887,11.955059764605464,1
8.619989562527277,0.3118001043747272,0.40720041749890895,2.7819989562527274,0.10809994781263638,7.180010437472723,16.180010437472724,0.996352412316217,3.3136002087494547,0.7881998956252728,11.655991650021821,1
6.479700025800917,0.5496322156286544,0.1385966726868807,2.3177111168446483,0.11504088728349848,24.645777663107033,36.08855558422324,0.9951908855558422,3.4593733298932112,0.7153133350533945,11.370844467378594,1
6.576029251451182,0.3016948809960433,0.2541727607189961,2.3380146257255907,0.015305886627968501,35.173528343007874,98.65698355738779,0.9906565294331399,3.2847941497097635,0.4344228515633267,11.937610601385236,1
9.392335350221295,0.31754012101327767,0.44524072607966597,2.1169341400885178,0.06984670700442588,12.584670700442588,25.0,0.9951190730509685,3.318467070044259,0.7932263439645929,12.109269490309812,1
6.950566292693276,0.3512924719519957,0.24828780914931695,1.8129247195199572,0.06324716853653362,15.0,28.0,0.9946657028652454,3.289240505485347,0.7206462359759979,10.894670225626575,1
10.5,0.24,0.43986894942322,1.9192136965393203,0.07262883112689159,6.0,22.794757976928803,0.9976794757976929,3.186157260692136,0.9903931517303399,10.87947579769288,1
9.531907373432865,0.25479897081592073,0.4359794163184147,1.9520102918407927,0.07675876497910487,43.56030875522378,70.35927957114451,0.9961639272805372,3.2192473424676464,0.7496236712338231,10.967835330547317,1
9.182629037615314,0.4314032264017016,0.32628064528034034,4.563693528743848,0.08919822584811911,10.0,46.37193547196597,0.9989555451585521,3.3360354830376178,0.7166145151171073,10.248774188786387,1
8.442646692387918,0.28347595803709597,0.5509625091035506,1.796524041962904,0.09133956797295177,34.721923357032324,103.05213937055643,0.996827004881221,3.3041711496445147,0.7477406272758876,10.529545643315315,1
9.2816351827265,0.46061216057578325,0.4163270365453003,2.8484695985605417,0.08215653285351361,10.646261314140556,28.32313065707028,0.9965938783942422,3.300918240863675,0.6958504525656223,11.36156532853514,1
8.2,0.2813451125964827,0.3978478198456277,2.4107609007718613,0.0524035337789448,4.0,10.053804503859308,0.9935914756347577,3.3291929324421106,0.7016141351157792,12.8,1
9.470168344543202,0.3967955108121813,0.4538123452665015,2.148067337817281,0.08888404026903685,6.0,12.580112229695468,0.9958967425317127,3.2745854101395895,0.6667955108121812,11.641988777030452,1
5.6626737396924804,0.47847165337642344,0.0025422457989749325,2.2016898319589973,0.0556267373969248,16.254224579897492,40.98310168041003,0.992750109000312,3.6159369054379273,0.74,13.415283466235765,1
9.721750939372923,0.29130589207184376,0.4130442958027408,1.8391349766818936,0.08469598827446012,6.0,10.0,0.9960556623477674,3.1773903051299834,0.6134788967354651,11.43478896735465,1
8.10559209287255,0.2931469302375817,0.6388815814254902,6.072752327214051,0.06439144650107845,36.64336627969771,225.26645120950974,0.9944415240455723,3.109369511555065,0.5922368371490196,11.683223721382353,1
6.061306013408441,0.39177144765352284,0.14693875279342525,2.0806530067042206,0.029031839642441572,31.742040089389608,93.08081514525811,0.9907251591982122,3.3877387973183115,0.6188653451953086,12.924163474300487,1
7.913167360625984,0.5485646220483378,0.06526694425039357,2.1634639653486434,0.07174258488193351,9.125741511806648,18.12574151180665,0.9965334279949698,3.352455509291601,0.5901186418890638,9.814353779516622,1
6.706171723055421,0.79111136231253,0.030617172305542194,2.660185603854217,0.07306171723055421,16.867285346180722,33.86728534618072,0.9957468492561039,3.58,0.8634570692361445,12.100928019271084,1
8.2,0.28717711810196966,0.3885166110368486,2.457416944815757,0.054153135430590894,4.0,10.287084724078786,0.9937279445635859,3.3256937291388184,0.7086125417223635,12.8,1
11.975927916770736,0.49458378127341573,0.5869909895963421,1.4060180208073159,0.07432396457760948,22.93981979192684,41.939819791926844,0.9979608828647525,2.926018020807316,0.6848144166458527,10.463891875156104,1
8.652768593843744,0.3506188810175476,0.4821172920478377,2.693811189824524,0.17111077582295783,5.732898918341342,10.0,0.9963498372547234,3.1620521297990387,0.7135505408293291,11.365797836682685,1
10.742759831742895,0.3376049220925946,0.53,2.4922874103921777,0.06665765768115499,3.0,10.0,0.9957427334652528,3.050852559985841,0.7910283452810429,11.094858273594784,1
8.949320732987518,0.3,0.4250679267012481,2.3390283507780825,0.07214367984284323,10.188349083765601,24.0,0.9951829127290586,3.27,0.8104466924092237,11.77533963350624,1
9.088576002254666,0.48015646245182864,0.3757903162048067,1.615336420103299,0.07941783568623367,8.461658949741754,23.730829474870877,0.996801956211179,3.2549921682667864,0.774241010728049,10.273082947487088,1
9.43753446208313,0.5115892081144261,0.33156163844792175,2.33753446208313,0.08618905079374087,36.56163844792174,67.0,0.9972765202839481,3.3049862151667475,0.7503012998229825,11.550137848332522,1
9.096316119995514,0.3446912258666966,0.373580709466562,1.4938245173339315,0.06623456129333483,3.2345612933348287,7.234561293334829,0.9942543335426639,3.2298754198669206,0.55,11.72838581066876,1
8.843983800615522,0.3329322533743681,0.411466126687184,5.910995950153881,0.0729266936656408,6.963346832820399,13.036653167179601,0.9965961273935581,3.2967012149538357,0.6152350882666519,12.08900404984612,1
7.7468160851629415,0.28935728365495117,0.26319578159233314,1.725530652472843,0.06395695446440884,7.510613049456864,15.0,0.9947229716538469,3.3276591957418526,0.743832564559745,11.670224127744412,1
11.013592653997904,0.3066163235037115,0.48196338335525274,1.9383676496288533,0.08176735299257706,9.0,28.0,0.9976268253010053,3.226465294014846,0.8096979410222688,11.06465294014846,1
7.514958098819629,0.42786312874005306,0.3004273742519894,2.212821227559682,0.062106843562997345,5.957262574801061,12.0,0.9949452988832281,3.4370083802360742,0.7208547485039788,11.52777932637931,1
6.148593534279586,0.35636954958623523,0.27748593534279586,2.0748593534279585,0.07777672284868788,21.50281293144083,52.75421939716124,0.9954398786959225,3.6377672284868785,0.6849156120567751,11.77598452600429,1
8.215764391775854,0.3082484009137938,0.39947452027413816,2.1894904054827626,0.05815764391775846,6.0,10.0,0.9953628025585379,3.3085987207310352,0.6782484009137938,11.198248400913792,1
9.69297674850685,0.29197325613801367,0.539765891616895,2.3755852709577625,0.07717391477549086,6.0,18.488294580844748,0.9963367224826365,3.1853511625746576,1.0298996109268264,11.780267438619862,1
8.919859651255782,0.34860350895241243,0.3986035089524124,3.198526314805023,0.06536771932121613,10.169122808658294,19.0,0.9949539789500256,3.2881614033939193,0.7130877191341706,11.932350876536683,1
9.5344438570786,0.2984321444494423,0.4331357111011154,5.067695582022481,0.08294773814831466,9.135391164044963,17.135391164044965,0.9951107823280899,3.2143704095280934,0.5416625862471942,12.323991486741548,1
8.97777676257145,0.3161111618714275,0.40546286990238295,3.6935170803095545,0.06739813207404795,9.768519364523792,18.537038729047584,0.9947170369016755,3.2745371300976167,0.6813890665499962,12.115740317738105,1
9.864268217108112,0.40095121447387416,0.4454756072369371,6.166067054277028,0.07122621963815313,6.113109819076573,13.886890180923427,0.9969702316796062,3.2201798837168916,0.5047042764799545,11.833932945722973,1
10.44089792566072,0.2645387553964316,0.48249385911339565,1.9022448141517985,0.07745387553964315,6.0,20.795510371696402,0.997428228712225,3.2275061408866046,0.958653111508921,10.861346888491079,1
7.216264440601299,0.36918677796993504,0.3183735559398701,1.983735559398701,0.06297586643607794,15.16264440601299,27.67471118797402,0.9946585256764667,3.230813222030065,0.7275603339098051,11.308132220300651,1
8.979878091490752,0.35606704968008596,0.4381097176583225,2.3803352484004296,0.0563932950319914,13.0,27.0,0.9950639024731927,3.296036572552774,0.8760365725527741,12.721036222328602,1
8.252700285070453,0.28886869654929026,0.46935756414085167,2.1059124643661935,0.09116713604648001,6.0,12.0,0.9941314384399859,3.270642435859148,0.6259124643661935,12.34678782070426,1
10.417316111628812,0.31787872185983146,0.6022942213939004,2.6441549953406893,0.08296103330227127,5.173161116288123,22.346322232576245,0.9994190455441662,3.24614711069695,0.7919483348864368,11.148051665113563,1
8.400365820389089,0.45153710527886437,0.27344917645654476,2.700091455097272,0.09634491764565448,7.9990854490272785,15.333943033981814,0.9958868983529121,3.3766056966018185,0.7633577213592726,11.766697151699091,1
7.504029665698224,0.434159986087828,0.2539615041531692,2.446311142027049,0.09850340807725272,8.422814763288251,15.731555710135245,0.9962883319775763,3.3680533286959426,0.6827526044437021,11.211407381644126,1
